año,Folio,Género,Edad,Municipio de residencia,Estado ,Pais,Grado máximo de estudios,Ocupación,1. ¿En dónde percibe Usted que existe más corrupción? (seleccione 1),4. ¿Con qué frecuencia ha participado en actos de corrupción,4. ¿Con qué frecuencia he experimentado en un acto de corrupción?(seleccione 1),Identificación qué es corrupción [N5. La corrupción es que un servidor público se aproveche de su poder para obtener un beneficio propio],Identificación qué es corrupción [N6. La corrupción es que un particular se aproveche de su poder para obtener un beneficio propio],Identificación qué es corrupción [N7. Para que exista corrupción se requiere del corrupto y del corruptor],Identificación qué es corrupción [N8. Corrupción es que un particular soborne al servidor público],Identificación qué es corrupción [N9. Me queda claro qué es la corrupción],Prom Ident,Causas de la corrupción [N10. La ambición es la causa de la corrupción],Causas de la corrupción [N11. La falta de ética es causa de la corrupción],Causas de la corrupción [N12. Los vínculos de los servidores públicos con los delincuentes son causa de la corrupción],Causas de la corrupción [N13. La falta de sanciones a servidores públicos corruptos hace que la corrupción siga creciendo],Causas de la corrupción [N14. La corrupción es causada por intereses políticos],Causas de la corrupción [N15. La corrupción es causada por intereses personales],Combate [N16. La corrupción hace que existan menos recursos públicos para atender programas sociales],Promedio comb,Acciones para combatir la corrupción [N17. Para disminuir la corrupción es necesario sancionar a los corruptores],Acciones para combatir la corrupción [N18. Para disminuir la corrupción es necesario sancionar a los corruptos],Acciones para combatir la corrupción [N19. Para disminuir la corrupción es necesario incorporar en el sistema educativo materias para educar en una cultura anticorrupción],Acciones para combatir la corrupción [N20. Para disminuir la corrupción es necesario incentivar/motivar la denuncia],Acciones para combatir la corrupción [N21. Para disminuir la corrupción es necesario fortalecer los canales para la denuncia anónima],Acciones para combatir la corrupción [N22. Para disminuir la corrupción es necesario proteger al denunciante],Acciones para combatir la corrupción [N23. Para disminuir la corrupción es necesario dar a conocer los canales de denuncia],Acciones para combatir la corrupción [N24. Para disminuir la corrupción es necesario que la ciudadanía vigile el actuar de la autoridad],Acciones para combatir la corrupción [N25. Para disminuir la corrupción es necesario crear canales accesibles de denuncia],Prom acciones,2. ¿Ha participado en un acto de corrupción?,3. ¿Qué actores deben combatir la corrupción? [a. El Pre1dente de la República es la persona que debe combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [b. El Gobernador es la persona que debe combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [c. El Pre1dente Municipal es la persona que debe combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [d. Yo soy la persona que debe combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [e. Los trán1tos son las personas que deben combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [f. La ciudadanía es quien debe combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [g. Los policías son las personas que deben combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [h. Los diputados locales y federales son las personas que deben combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [i. Los senadores son las personas que deben de combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [j. Los empresarios son las personas que debe combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [k. Los medios de comunicación son los que deben combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [l. Los académicos e investigadores son los que deben combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [m. El Comité de Participación Ciudadana del 1stema Estatal debe combatir la corrupción]
2020,2775,Mujer,31,Dolores Hidalgo C.I.N.,Guanajuato,México,Maestría,Trabajador ,En todas las anteriores,No deseo Contestar,Nunca he experimentado la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2776,Mujer,25,Guanajuato,Guanajuato,México,Licenciatura,Desempleado,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2777,Mujer,19,Abasolo,Guanajuato,México,Preparatoria/bachillerato,Estudiante,En todas las anteriores,No deseo Contestar,Es poco usual que experimente actos de corrupción,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2020,2778,Hombre,20,Irapuato,Guanajuato,México,Carrera técnica o comercial,Empresario,En las autoridades estatales,No deseo Contestar,Algunas veces he experimentado la corrupción,1,2,2,1,1,1.4,1,1,2,1,2,1,2,1.428571429,1,1,1,1,1,1,1,1,1,1.0,0,1,0,1,1,1,1,1,1,1,0,1,0,1
2020,2779,Mujer,40,Irapuato,Guanajuato,México,Licenciatura,Hogar,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,1,1,1,2,1,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2780,Mujer,20,Salvatierra,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2781,Hombre,34,Irapuato,Guanajuato,México,Licenciatura,Trabajador ,En los Partidos políticos,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,3,5,5,5,4,4,5,4.428571429,4,5,5,4,4,5,4,4,4,4.3,0,0,1,1,1,1,1,1,1,1,0,1,0,1
2020,2782,Hombre,20,Jaral del Progreso,Guanajuato,México,Carrera técnica o comercial,Estudiante,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,5,4,5,5,4.8,4,5,5,5,5,5,4,4.714285714,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2783,Mujer,50,Guanajuato,Guanajuato,México,Maestría,Trabajador ,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2784,Mujer,20,León de los aldamas,Guanajuato,México,Preparatoria/bachillerato,Estudiante,En todas las anteriores,No deseo Contestar,He experimentado corrupción a diario,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
2020,2785,Hombre,58,Salamanca Guanajuato ,Guanajuato,México,Licenciatura,Trabajador ,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2786,Mujer,25,Guanajuato,Guanajuato,México,Licenciatura,Trabajador ,En los Partidos políticos,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2787,Mujer,45,Santa Cruz de Juventino Rosas,Guanajuato,México,Preparatoria/bachillerato,Trabajador ,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,5,5,5,5,5,4,4,4,4,4,4,5,4.142857143,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2788,Hombre,23,Guanajuato,Guanajuato,México,Licenciatura,Estudiante,En las autoridades federales,No he participado en actos de corrupción,perdidos,5,4,4,4,4,4.2,5,5,4,5,4,4,4,4.428571429,4,4,5,4,5,5,4,5,5,4.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2789,Mujer,44,San Luis de la Paz,Guanajuato,México,Preparatoria/bachillerato,Comerciante,En las autoridades federales,No he participado en actos de corrupción,perdidos,4,4,4,3,5,4,4,4,3,5,3,4,5,4,5,5,5,4,5,5,5,5,5,4.9,0,1,1,1,0,0,0,1,0,1,0,0,0,0
2020,2790,Mujer,20,Jaral del Progreso,Guanajuato,México,Preparatoria/bachillerato,Estudiante,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,4,4,5,5,4.6,5,5,4,5,4,5,4,4.571428571,5,5,5,4,4,4,5,3,4,4.3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2791,Hombre,37,Yuriria,Guanajuato,México,Licenciatura,Trabajador ,En todas las anteriores,En algunas ocasiones he participado en actos de corrupción,perdidos,4,2,5,3,5,3.8,2,4,3,4,4,3,2,3.142857143,4,4,5,4,4,4,4,4,4,4.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2792,Hombre,49,León de los aldamas,Guanajuato,México,Licenciatura,Empresario,En los Partidos políticos,En algunas ocasiones he participado en actos de corrupción,perdidos,4,4,4,3,4,3.8,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4.0,1,1,1,1,0,0,1,0,1,1,1,1,0,0
2020,2793,Mujer,24,Irapuato,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades municipales,No he participado en actos de corrupción,perdidos,3,3,4,5,5,4,4,4,2,4,4,4,3,3.571428571,4,4,4,3,3,4,4,4,4,3.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2794,Hombre,36,Guanajuato,Guanajuato,México,Preparatoria/bachillerato,Trabajador ,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,4,4,4,4,5,4.2,4,5,2,4,4,4,4,3.857142857,4,4,4,4,4,1,4,4,4,3.7,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2795,Mujer,25,León de los aldamas,Guanajuato,México,Licenciatura,Estudiante,En las autoridades federales,No he participado en actos de corrupción,perdidos,5,5,5,5,5,5,5,5,5,5,3,5,5,4.714285714,5,5,5,1,5,5,5,5,5,4.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2796,Mujer,17,Jaral del Progreso,Guanajuato,México,Secundaria,Estudiante,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,4,3,4,4,4,4,5,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2797,Mujer,49,Salvatierra,Guanajuato,México,Licenciatura,Trabajador ,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,4,4,4,2,5,3.8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2798,Mujer,20,Pueblo Nuevo,Guanajuato,México,Preparatoria/bachillerato,Estudiante,En todas las anteriores,No deseo Contestar,He experimentado corrupción a diario,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,4.7,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2799,Mujer,53,León de los aldamas,Guanajuato,México,Preparatoria/bachillerato,Trabajador ,En las autoridades federales,No he participado en actos de corrupción,perdidos,1,1,1,1,1,1,1,1,1,1,1,1,3,1.285714286,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2800,Hombre,21,Jaral del Progreso,Guanajuato,México,Licenciatura,Estudiante,En las autoridades municipales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2801,Hombre,42,Guanajuato,Guanajuato,México,Maestría,Trabajador ,En las autoridades municipales,No deseo Contestar,He experimentado corrupción a diario,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2802,Mujer,21,Jaral del Progreso,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2803,Hombre,49,Guanajuato,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades federales,No he participado en actos de corrupción,perdidos,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2804,Mujer,56,Apaseo el Alto,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades municipales,No he participado en actos de corrupción,perdidos,5,5,5,5,5,5,5,5,5,5,1,5,2,4,5,5,4,4,5,5,5,5,5,4.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2805,Mujer,25,León de los aldamas,Guanajuato,México,Licenciatura,Estudiante,En las autoridades municipales,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,5,5,4,5,4,4,3,4.285714286,4,4,4,4,4,4,4,4,4,4.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2806,Mujer,55,León de los aldamas,Guanajuato,México,Licenciatura,Hogar,En las autoridades federales,No he participado en actos de corrupción,perdidos,4,5,4,5,4,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2807,Hombre,36,Guanajuato,Guanajuato,México,Licenciatura,Trabajador ,En todas las anteriores,No deseo Contestar,Es poco usual que experimente actos de corrupción,5,5,5,5,5,5,4,5,4,5,4,4,5,4.428571429,5,5,5,5,5,5,5,5,5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2808,Prefiero no decirlo,20,Celaya,Guanajuato,México,Preparatoria/bachillerato,Estudiante,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,4,5,3,5,5,5,5,4.571428571,4,4,5,5,5,4,5,5,5,4.7,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2809,Hombre,23,Guanajuato,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades federales,No he participado en actos de corrupción,perdidos,5,5,3,5,5,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2810,Mujer,19,San Luis de la Paz,Guanajuato,México,Licenciatura,Estudiante,En las autoridades federales,No deseo Contestar,He experimentado corrupción a diario,2,1,2,1,2,1.6,1,1,3,3,2,2,4,2.285714286,1,1,2,2,1,1,2,2,1,1.4,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2811,Hombre,25,Guanajuato,Guanajuato,México,Licenciatura,Estudiante,En las autoridades estatales,No deseo Contestar,He experimentado corrupción a diario,1,1,3,1,1,1.4,1,1,1,2,3,2,1,1.571428571,1,1,3,2,2,3,3,2,2,2.1,0,1,1,1,1,0,0,1,1,1,0,0,0,0
2020,2812,Prefiero no decirlo,22,Abasolo,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,Nunca he experimentado la corrupción,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
2020,2813,Prefiero no decirlo,22,Abasolo,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,Nunca he experimentado la corrupción,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
2020,2814,Hombre,44,León de los aldamas,Guanajuato,México,Licenciatura,Trabajador ,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,3,4,5,4.4,5,5,3,5,3,5,5,4.428571429,5,5,4,5,5,4,5,5,5,4.8,0,0,0,0,1,0,1,0,0,0,0,1,1,1
2020,2815,Hombre,23,Irapuato,Guanajuato,México,Preparatoria/bachillerato,Estudiante,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2816,Hombre,23,Guanajuato,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2817,Hombre,37,Guanajuato,Guanajuato,México,Licenciatura,Trabajador ,En todas las anteriores,No he participado en actos de corrupción,perdidos,1,2,1,1,1,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2818,Mujer,21,Irapuato,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,5,1,5,4,5,4,2,5,1,5,1,3,3,2.857142857,5,5,5,5,1,1,5,5,5,4.1,0,1,1,1,1,1,1,1,1,1,0,0,0,1
2020,2819,Hombre,23,León de los aldamas,Guanajuato,México,Carrera técnica o comercial,Empresario,En las autoridades federales,No deseo Contestar,Nunca he experimentado la corrupción,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,0,1,1,1,1,1,1,0,0,1
2020,2820,Hombre,20,Silao de la Victoria,Guanajuato,México,Preparatoria/bachillerato,Estudiante,En todas las anteriores,No deseo Contestar,Es poco usual que experimente actos de corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2821,Hombre,20,Jaral del Progreso,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,4,4,4,4,4.2,4,4,4,4,4,4,5,4.142857143,5,4,4,4,4,4,4,4,4,4.1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2822,Hombre,49,Celaya,Guanajuato,México,Maestría,Trabajador ,En las autoridades estatales,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2823,Hombre,50,Dolores Hidalgo C.I.N.,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2824,Hombre,50,Dolores Hidalgo C.I.N.,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2825,Mujer,49,Guanajuato,Guanajuato,México,Maestría,Trabajador ,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,2,2,4,3.6,2,4,2,5,2,5,5,3.571428571,5,5,3,5,5,5,5,5,5,4.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2826,Hombre,21,Guanajuato,Guanajuato,México,Preparatoria/bachillerato,Desempleado,En todas las anteriores,No deseo Contestar,Nunca he experimentado la corrupción,4,4,3,4,4,3.8,4,3,4,4,3,3,3,3.428571429,2,5,4,4,5,5,4,4,4,4.1,0,1,1,1,0,0,1,1,1,1,1,0,0,0
2020,2827,Hombre,49,Celaya,Guanajuato,México,Maestría,Trabajador ,En las autoridades estatales,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2828,Mujer,23,León de los aldamas,Guanajuato,México,Licenciatura,Estudiante,En las autoridades municipales,No deseo Contestar,He experimentado corrupción a diario,5,5,3,5,5,4.6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2829,Hombre,24,Silao de la Victoria,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,He experimentado corrupción a diario,4,4,4,4,4,4,5,5,5,5,4,5,4,4.714285714,2,4,5,4,4,3,4,3,3,3.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2830,Hombre,22,Irapuato,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2831,Mujer,21,Irapuato,Guanajuato,México,Preparatoria/bachillerato,Estudiante,En las autoridades estatales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,4,4,5,5,3,5,3,4.142857143,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2020,2832,Mujer,66,Guanajuato,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,4,4,4,4,4,3,3,3.714285714,4,4,3,4,4,4,4,4,4,3.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2833,Hombre,18,Celaya,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,4,5,4,4,5,5,5,4.571428571,5,5,5,4,5,5,5,5,5,4.9,0,1,1,1,1,1,1,1,1,1,1,0,0,1
2020,2834,Mujer,55,Guanajuato,Guanajuato,México,Licenciatura,Empresario,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2835,Mujer,22,Salamanca Guanajuato ,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No he participado en actos de corrupción,perdidos,1,1,1,1,1,1,1,1,1,1,2,2,1,1.285714286,1,1,1,1,1,2,1,1,1,1.1,0,1,1,1,0,0,0,1,1,1,0,0,0,0
2020,2836,Mujer,22,Irapuato,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,4,5,4.8,4,5,1,5,4,4,5,4,3,5,5,5,5,5,5,5,5,4.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2837,Mujer,22,Irapuato,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,He experimentado corrupción a diario,5,5,5,5,5,5,4,4,5,5,5,5,5,4.714285714,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2838,Hombre,21,Abasolo,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,He experimentado corrupción a diario,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2839,Mujer,25,Guanajuato,Guanajuato,México,Licenciatura,Estudiante,En las autoridades estatales,No deseo Contestar,Algunas veces he experimentado la corrupción,4,4,4,4,4,4,5,5,5,5,5,5,4,4.857142857,5,5,4,5,5,5,5,5,5,4.9,0,1,1,1,1,1,0,1,1,1,1,1,0,0
2020,2840,Mujer,23,León de los aldamas,Guanajuato,México,Licenciatura,Estudiante,En las autoridades municipales,No deseo Contestar,He experimentado corrupción a diario,5,5,3,5,5,4.6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2841,Hombre,50,Celaya,Guanajuato,México,Maestría,Empresario,En las autoridades federales,No deseo Contestar,Nunca he experimentado la corrupción,4,4,5,4,5,4.4,5,5,5,5,4,4,5,4.714285714,5,5,5,5,5,4,4,5,4,4.7,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2842,Hombre,57,Jaral del Progreso,Guanajuato,México,Licenciatura,Jubilado,En ninguno,No he participado en actos de corrupción,perdidos,1,1,1,1,1,1,4,4,4,4,3,4,4,3.857142857,4,4,4,4,4,4,4,4,4,4.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2843,Mujer,28,Jaral del Progreso,Guanajuato,México,Preparatoria/bachillerato,Hogar,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,4,5,5,4,4.6,5,5,4,4,3,5,4,4.285714286,3,4,4,3,4,5,4,3,4,3.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2844,Hombre,23,Santa Cruz de Juventino Rosas,Guanajuato,México,Preparatoria/bachillerato,Estudiante,En todas las anteriores,No deseo Contestar,Nunca he experimentado la corrupción,2,5,5,5,5,4.4,5,5,3,5,4,4,4,4.285714286,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,0,1,0,1,1,1,1,1,1
2020,2845,Mujer,20,Irapuato,Guanajuato,México,Licenciatura,Estudiante,En las autoridades federales,No he participado en actos de corrupción,perdidos,5,5,5,3,5,4.6,4,5,1,4,4,5,5,4,5,5,5,5,5,5,4,4,5,4.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2846,Mujer,19,León de los aldamas,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No he participado en actos de corrupción,perdidos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2847,Mujer,41,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,1,1,1,1,2,1.2,3,3,3,3,3,3,1,2.714285714,5,5,5,5,4,5,5,4,5,4.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2848,Mujer,19,Irapuato,Guanajuato,México,Licenciatura,Estudiante,En las autoridades federales,No deseo Contestar,Es poco usual que experimente actos de corrupción,5,4,3,5,5,4.4,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,4.3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,2849,Mujer,28,Guanajuato,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,Es poco usual que experimente actos de corrupción,5,3,4,2,5,3.8,5,4,2,5,3,5,5,4.142857143,5,5,4,4,5,5,5,3,5,4.6,1,0,1,1,1,0,1,0,1,1,1,1,1,1
2020,2850,Hombre,20,Guanajuato,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
